	chr	pos	lod
ScyDAA6-7-HRSCAF-50:9861564	ScyDAA6-7-HRSCAF-50	9.861564	0.484821991
ScyDAA6-7-HRSCAF-50:9882282	ScyDAA6-7-HRSCAF-50	9.882282	0.484937247
ScyDAA6-7-HRSCAF-50:9904284	ScyDAA6-7-HRSCAF-50	9.904284	0.488242756
ScyDAA6-7-HRSCAF-50:9924623	ScyDAA6-7-HRSCAF-50	9.924623	0.491984851
ScyDAA6-7-HRSCAF-50:9953107	ScyDAA6-7-HRSCAF-50	9.953107	0.498279703
ScyDAA6-7-HRSCAF-50:9973990	ScyDAA6-7-HRSCAF-50	9.97399	0.503617256
ScyDAA6-7-HRSCAF-50:9995182	ScyDAA6-7-HRSCAF-50	9.995182	0.509592169
ScyDAA6-7-HRSCAF-50:10016933	ScyDAA6-7-HRSCAF-50	10.016933	0.509819641
ScyDAA6-7-HRSCAF-50:10037103	ScyDAA6-7-HRSCAF-50	10.037103	0.510023143
ScyDAA6-7-HRSCAF-50:10058508	ScyDAA6-7-HRSCAF-50	10.058508	0.510231198
ScyDAA6-7-HRSCAF-50:10078654	ScyDAA6-7-HRSCAF-50	10.078654	0.51041951
ScyDAA6-7-HRSCAF-50:10098766	ScyDAA6-7-HRSCAF-50	10.098766	0.510599039
ScyDAA6-7-HRSCAF-50:10118957	ScyDAA6-7-HRSCAF-50	10.118957	0.487876287
ScyDAA6-7-HRSCAF-50:10139920	ScyDAA6-7-HRSCAF-50	10.13992	0.464420164
ScyDAA6-7-HRSCAF-50:10160614	ScyDAA6-7-HRSCAF-50	10.160614	0.441668337
ScyDAA6-7-HRSCAF-50:10181705	ScyDAA6-7-HRSCAF-50	10.181705	0.418156367
ScyDAA6-7-HRSCAF-50:10204540	ScyDAA6-7-HRSCAF-50	10.20454	0.393053573
ScyDAA6-7-HRSCAF-50:10224882	ScyDAA6-7-HRSCAF-50	10.224882	0.371054385
ScyDAA6-7-HRSCAF-50:10245172	ScyDAA6-7-HRSCAF-50	10.245172	0.349488443
ScyDAA6-7-HRSCAF-50:10265572	ScyDAA6-7-HRSCAF-50	10.265572	0.328244617
ScyDAA6-7-HRSCAF-50:10287604	ScyDAA6-7-HRSCAF-50	10.287604	0.305845693
ScyDAA6-7-HRSCAF-50:10308630	ScyDAA6-7-HRSCAF-50	10.30863	0.285042801
ScyDAA6-7-HRSCAF-50:10329186	ScyDAA6-7-HRSCAF-50	10.329186	0.265263198
ScyDAA6-7-HRSCAF-50:10350918	ScyDAA6-7-HRSCAF-50	10.350918	0.265325476
ScyDAA6-7-HRSCAF-50:10370960	ScyDAA6-7-HRSCAF-50	10.37096	0.265382688
ScyDAA6-7-HRSCAF-50:10391052	ScyDAA6-7-HRSCAF-50	10.391052	0.265438917
ScyDAA6-7-HRSCAF-50:10411052	ScyDAA6-7-HRSCAF-50	10.411052	0.265493777
ScyDAA6-7-HRSCAF-50:10432631	ScyDAA6-7-HRSCAF-50	10.432631	0.26555173
ScyDAA6-7-HRSCAF-50:10452811	ScyDAA6-7-HRSCAF-50	10.452811	0.26560477
ScyDAA6-7-HRSCAF-50:10472816	ScyDAA6-7-HRSCAF-50	10.472816	0.265656253
ScyDAA6-7-HRSCAF-50:10503269	ScyDAA6-7-HRSCAF-50	10.503269	0.265732537
ScyDAA6-7-HRSCAF-50:10523483	ScyDAA6-7-HRSCAF-50	10.523483	0.265781789
ScyDAA6-7-HRSCAF-50:10544640	ScyDAA6-7-HRSCAF-50	10.54464	0.265832161
ScyDAA6-7-HRSCAF-50:10564805	ScyDAA6-7-HRSCAF-50	10.564805	0.265879054
ScyDAA6-7-HRSCAF-50:10585300	ScyDAA6-7-HRSCAF-50	10.5853	0.2659256
ScyDAA6-7-HRSCAF-50:10605972	ScyDAA6-7-HRSCAF-50	10.605972	0.265971413
ScyDAA6-7-HRSCAF-50:10626932	ScyDAA6-7-HRSCAF-50	10.626932	0.266016493
ScyDAA6-7-HRSCAF-50:10647092	ScyDAA6-7-HRSCAF-50	10.647092	0.266058748
ScyDAA6-7-HRSCAF-50:10667478	ScyDAA6-7-HRSCAF-50	10.667478	0.266100376
ScyDAA6-7-HRSCAF-50:10687768	ScyDAA6-7-HRSCAF-50	10.687768	0.266027346
ScyDAA6-7-HRSCAF-50:10708063	ScyDAA6-7-HRSCAF-50	10.708063	0.282307169
ScyDAA6-7-HRSCAF-50:10729079	ScyDAA6-7-HRSCAF-50	10.729079	0.293594392
ScyDAA6-7-HRSCAF-50:10751605	ScyDAA6-7-HRSCAF-50	10.751605	0.293505642
ScyDAA6-7-HRSCAF-50:10773336	ScyDAA6-7-HRSCAF-50	10.773336	0.289056262
ScyDAA6-7-HRSCAF-50:10794005	ScyDAA6-7-HRSCAF-50	10.794005	0.263482528
ScyDAA6-7-HRSCAF-50:10815112	ScyDAA6-7-HRSCAF-50	10.815112	0.236730939
ScyDAA6-7-HRSCAF-50:10836824	ScyDAA6-7-HRSCAF-50	10.836824	0.197002714
ScyDAA6-7-HRSCAF-50:10858337	ScyDAA6-7-HRSCAF-50	10.858337	0.172697371
ScyDAA6-7-HRSCAF-50:10879552	ScyDAA6-7-HRSCAF-50	10.879552	0.155729749
ScyDAA6-7-HRSCAF-50:10899848	ScyDAA6-7-HRSCAF-50	10.899848	0.14014375
ScyDAA6-7-HRSCAF-50:10920250	ScyDAA6-7-HRSCAF-50	10.92025	0.140124603
ScyDAA6-7-HRSCAF-50:10940427	ScyDAA6-7-HRSCAF-50	10.940427	0.140106086
ScyDAA6-7-HRSCAF-50:10963880	ScyDAA6-7-HRSCAF-50	10.96388	0.140082802
ScyDAA6-7-HRSCAF-50:10983902	ScyDAA6-7-HRSCAF-50	10.983902	0.117761644
ScyDAA6-7-HRSCAF-50:11004021	ScyDAA6-7-HRSCAF-50	11.004021	0.096807325
ScyDAA6-7-HRSCAF-50:11024073	ScyDAA6-7-HRSCAF-50	11.024073	0.077727607
ScyDAA6-7-HRSCAF-50:11044895	ScyDAA6-7-HRSCAF-50	11.044895	0.060108348
ScyDAA6-7-HRSCAF-50:11066581	ScyDAA6-7-HRSCAF-50	11.066581	0.060056039
ScyDAA6-7-HRSCAF-50:11086994	ScyDAA6-7-HRSCAF-50	11.086994	0.06000876
ScyDAA6-7-HRSCAF-50:11107195	ScyDAA6-7-HRSCAF-50	11.107195	0.059963084
ScyDAA6-7-HRSCAF-50:11127432	ScyDAA6-7-HRSCAF-50	11.127432	0.05991844
ScyDAA6-7-HRSCAF-50:11147441	ScyDAA6-7-HRSCAF-50	11.147441	0.059875397
ScyDAA6-7-HRSCAF-50:11168375	ScyDAA6-7-HRSCAF-50	11.168375	0.059844413
ScyDAA6-7-HRSCAF-50:11188901	ScyDAA6-7-HRSCAF-50	11.188901	0.059814096
ScyDAA6-7-HRSCAF-50:11210003	ScyDAA6-7-HRSCAF-50	11.210003	0.059782996
ScyDAA6-7-HRSCAF-50:11230121	ScyDAA6-7-HRSCAF-50	11.230121	0.059753423
ScyDAA6-7-HRSCAF-50:11250648	ScyDAA6-7-HRSCAF-50	11.250648	0.060028712
ScyDAA6-7-HRSCAF-50:11270753	ScyDAA6-7-HRSCAF-50	11.270753	0.060437219
ScyDAA6-7-HRSCAF-50:11291693	ScyDAA6-7-HRSCAF-50	11.291693	0.061008216
ScyDAA6-7-HRSCAF-50:11312073	ScyDAA6-7-HRSCAF-50	11.312073	0.061705755
ScyDAA6-7-HRSCAF-50:11333346	ScyDAA6-7-HRSCAF-50	11.333346	0.062582061
ScyDAA6-7-HRSCAF-50:11357304	ScyDAA6-7-HRSCAF-50	11.357304	0.063748649
ScyDAA6-7-HRSCAF-50:11377761	ScyDAA6-7-HRSCAF-50	11.377761	0.06489382
ScyDAA6-7-HRSCAF-50:11398992	ScyDAA6-7-HRSCAF-50	11.398992	0.064519883
ScyDAA6-7-HRSCAF-50:11420524	ScyDAA6-7-HRSCAF-50	11.420524	0.065821496
ScyDAA6-7-HRSCAF-50:11440897	ScyDAA6-7-HRSCAF-50	11.440897	0.067188052
ScyDAA6-7-HRSCAF-50:11465146	ScyDAA6-7-HRSCAF-50	11.465146	0.068983552
ScyDAA6-7-HRSCAF-50:11486232	ScyDAA6-7-HRSCAF-50	11.486232	0.070691686
ScyDAA6-7-HRSCAF-50:11506605	ScyDAA6-7-HRSCAF-50	11.506605	0.072469485
ScyDAA6-7-HRSCAF-50:11527112	ScyDAA6-7-HRSCAF-50	11.527112	0.074383134
ScyDAA6-7-HRSCAF-50:11547689	ScyDAA6-7-HRSCAF-50	11.547689	0.076426068
ScyDAA6-7-HRSCAF-50:11567757	ScyDAA6-7-HRSCAF-50	11.567757	0.078532931
ScyDAA6-7-HRSCAF-50:11587818	ScyDAA6-7-HRSCAF-50	11.587818	0.055711289
ScyDAA6-7-HRSCAF-50:11608103	ScyDAA6-7-HRSCAF-50	11.608103	0.052689541
ScyDAA6-7-HRSCAF-50:11628297	ScyDAA6-7-HRSCAF-50	11.628297	0.055396706
ScyDAA6-7-HRSCAF-50:11651573	ScyDAA6-7-HRSCAF-50	11.651573	0.057132341
ScyDAA6-7-HRSCAF-50:11671605	ScyDAA6-7-HRSCAF-50	11.671605	0.0555907
ScyDAA6-7-HRSCAF-50:11693021	ScyDAA6-7-HRSCAF-50	11.693021	0.05300767
ScyDAA6-7-HRSCAF-50:11713151	ScyDAA6-7-HRSCAF-50	11.713151	0.05072157
ScyDAA6-7-HRSCAF-50:11736082	ScyDAA6-7-HRSCAF-50	11.736082	0.048288167
ScyDAA6-7-HRSCAF-50:11757242	ScyDAA6-7-HRSCAF-50	11.757242	0.046206781
ScyDAA6-7-HRSCAF-50:11778111	ScyDAA6-7-HRSCAF-50	11.778111	0.044310401
ScyDAA6-7-HRSCAF-50:11799536	ScyDAA6-7-HRSCAF-50	11.799536	0.042526736
ScyDAA6-7-HRSCAF-50:11820057	ScyDAA6-7-HRSCAF-50	11.820057	0.040974556
ScyDAA6-7-HRSCAF-50:11840332	ScyDAA6-7-HRSCAF-50	11.840332	0.048273819
ScyDAA6-7-HRSCAF-50:11863132	ScyDAA6-7-HRSCAF-50	11.863132	0.045079966
ScyDAA6-7-HRSCAF-50:11886491	ScyDAA6-7-HRSCAF-50	11.886491	0.042007075
ScyDAA6-7-HRSCAF-50:11910756	ScyDAA6-7-HRSCAF-50	11.910756	0.040767275
ScyDAA6-7-HRSCAF-50:11931015	ScyDAA6-7-HRSCAF-50	11.931015	0.050542294
ScyDAA6-7-HRSCAF-50:11951523	ScyDAA6-7-HRSCAF-50	11.951523	0.062066412
ScyDAA6-7-HRSCAF-50:11971950	ScyDAA6-7-HRSCAF-50	11.97195	0.075154754
ScyDAA6-7-HRSCAF-50:11992341	ScyDAA6-7-HRSCAF-50	11.992341	0.089796856
ScyDAA6-7-HRSCAF-50:12012431	ScyDAA6-7-HRSCAF-50	12.012431	0.105733094
ScyDAA6-7-HRSCAF-50:12043918	ScyDAA6-7-HRSCAF-50	12.043918	0.133639275
ScyDAA6-7-HRSCAF-50:12065794	ScyDAA6-7-HRSCAF-50	12.065794	0.155060661
ScyDAA6-7-HRSCAF-50:12087490	ScyDAA6-7-HRSCAF-50	12.08749	0.177879997
ScyDAA6-7-HRSCAF-50:12107790	ScyDAA6-7-HRSCAF-50	12.10779	0.200593609
ScyDAA6-7-HRSCAF-50:12129003	ScyDAA6-7-HRSCAF-50	12.129003	0.225673008
ScyDAA6-7-HRSCAF-50:12150421	ScyDAA6-7-HRSCAF-50	12.150421	0.252316595
ScyDAA6-7-HRSCAF-50:12170530	ScyDAA6-7-HRSCAF-50	12.17053	0.248956689
ScyDAA6-7-HRSCAF-50:12191649	ScyDAA6-7-HRSCAF-50	12.191649	0.245432481
ScyDAA6-7-HRSCAF-50:12213111	ScyDAA6-7-HRSCAF-50	12.213111	0.24185845
ScyDAA6-7-HRSCAF-50:12235069	ScyDAA6-7-HRSCAF-50	12.235069	0.241298831
ScyDAA6-7-HRSCAF-50:12255478	ScyDAA6-7-HRSCAF-50	12.255478	0.240778759
ScyDAA6-7-HRSCAF-50:12275636	ScyDAA6-7-HRSCAF-50	12.275636	0.240265016
ScyDAA6-7-HRSCAF-50:12295804	ScyDAA6-7-HRSCAF-50	12.295804	0.239750901
ScyDAA6-7-HRSCAF-50:12317945	ScyDAA6-7-HRSCAF-50	12.317945	0.23915903
ScyDAA6-7-HRSCAF-50:12340133	ScyDAA6-7-HRSCAF-50	12.340133	0.238602686
ScyDAA6-7-HRSCAF-50:12362215	ScyDAA6-7-HRSCAF-50	12.362215	0.238073037
ScyDAA6-7-HRSCAF-50:12385553	ScyDAA6-7-HRSCAF-50	12.385553	0.237483475
ScyDAA6-7-HRSCAF-50:12406543	ScyDAA6-7-HRSCAF-50	12.406543	0.23695777
ScyDAA6-7-HRSCAF-50:12429420	ScyDAA6-7-HRSCAF-50	12.42942	0.34009747
ScyDAA6-7-HRSCAF-50:12449798	ScyDAA6-7-HRSCAF-50	12.449798	0.339469697
ScyDAA6-7-HRSCAF-50:12469911	ScyDAA6-7-HRSCAF-50	12.469911	0.338845276
ScyDAA6-7-HRSCAF-50:12490405	ScyDAA6-7-HRSCAF-50	12.490405	0.338208785
ScyDAA6-7-HRSCAF-50:12510821	ScyDAA6-7-HRSCAF-50	12.510821	0.337574484
ScyDAA6-7-HRSCAF-50:12530979	ScyDAA6-7-HRSCAF-50	12.530979	0.336947978
ScyDAA6-7-HRSCAF-50:12552793	ScyDAA6-7-HRSCAF-50	12.552793	0.33626976
ScyDAA6-7-HRSCAF-50:12573573	ScyDAA6-7-HRSCAF-50	12.573573	0.335623459
ScyDAA6-7-HRSCAF-50:12593757	ScyDAA6-7-HRSCAF-50	12.593757	0.334995485
ScyDAA6-7-HRSCAF-50:12614791	ScyDAA6-7-HRSCAF-50	12.614791	0.334340853
ScyDAA6-7-HRSCAF-50:12634938	ScyDAA6-7-HRSCAF-50	12.634938	0.333713618
ScyDAA6-7-HRSCAF-50:12655526	ScyDAA6-7-HRSCAF-50	12.655526	0.333072457
ScyDAA6-7-HRSCAF-50:12676303	ScyDAA6-7-HRSCAF-50	12.676303	0.33242521
ScyDAA6-7-HRSCAF-50:12696439	ScyDAA6-7-HRSCAF-50	12.696439	0.331797744
ScyDAA6-7-HRSCAF-50:12716937	ScyDAA6-7-HRSCAF-50	12.716937	0.331158814
ScyDAA6-7-HRSCAF-50:12736998	ScyDAA6-7-HRSCAF-50	12.736998	0.330533338
ScyDAA6-7-HRSCAF-50:12757020	ScyDAA6-7-HRSCAF-50	12.75702	0.329908056
ScyDAA6-7-HRSCAF-50:12781288	ScyDAA6-7-HRSCAF-50	12.781288	0.314607015
ScyDAA6-7-HRSCAF-50:12801545	ScyDAA6-7-HRSCAF-50	12.801545	0.296778787
ScyDAA6-7-HRSCAF-50:12821644	ScyDAA6-7-HRSCAF-50	12.821644	0.29662498
ScyDAA6-7-HRSCAF-50:12841724	ScyDAA6-7-HRSCAF-50	12.841724	0.296507617
ScyDAA6-7-HRSCAF-50:12861979	ScyDAA6-7-HRSCAF-50	12.861979	0.295905072
ScyDAA6-7-HRSCAF-50:12882247	ScyDAA6-7-HRSCAF-50	12.882247	0.295302025
ScyDAA6-7-HRSCAF-50:12902577	ScyDAA6-7-HRSCAF-50	12.902577	0.294697045
ScyDAA6-7-HRSCAF-50:12923118	ScyDAA6-7-HRSCAF-50	12.923118	0.294085701
ScyDAA6-7-HRSCAF-50:12943752	ScyDAA6-7-HRSCAF-50	12.943752	0.293471509
ScyDAA6-7-HRSCAF-50:12965779	ScyDAA6-7-HRSCAF-50	12.965779	0.292815791
ScyDAA6-7-HRSCAF-50:12986692	ScyDAA6-7-HRSCAF-50	12.986692	0.29249091
ScyDAA6-7-HRSCAF-50:13008319	ScyDAA6-7-HRSCAF-50	13.008319	0.29182432
ScyDAA6-7-HRSCAF-50:13028811	ScyDAA6-7-HRSCAF-50	13.028811	0.290885622
ScyDAA6-7-HRSCAF-50:13049121	ScyDAA6-7-HRSCAF-50	13.049121	0.289665269
ScyDAA6-7-HRSCAF-50:13069530	ScyDAA6-7-HRSCAF-50	13.06953	0.28815475
ScyDAA6-7-HRSCAF-50:13089669	ScyDAA6-7-HRSCAF-50	13.089669	0.286393032
ScyDAA6-7-HRSCAF-50:13112300	ScyDAA6-7-HRSCAF-50	13.1123	0.284111003
ScyDAA6-7-HRSCAF-50:13132452	ScyDAA6-7-HRSCAF-50	13.132452	0.281813367
ScyDAA6-7-HRSCAF-50:13153271	ScyDAA6-7-HRSCAF-50	13.153271	0.281211869
ScyDAA6-7-HRSCAF-50:13175015	ScyDAA6-7-HRSCAF-50	13.175015	0.280581152
ScyDAA6-7-HRSCAF-50:13195285	ScyDAA6-7-HRSCAF-50	13.195285	0.279990851
ScyDAA6-7-HRSCAF-50:13216103	ScyDAA6-7-HRSCAF-50	13.216103	0.280275468
ScyDAA6-7-HRSCAF-50:13238362	ScyDAA6-7-HRSCAF-50	13.238362	0.280665758
ScyDAA6-7-HRSCAF-50:13258608	ScyDAA6-7-HRSCAF-50	13.258608	0.280064006
ScyDAA6-7-HRSCAF-50:13278762	ScyDAA6-7-HRSCAF-50	13.278762	0.279460983
ScyDAA6-7-HRSCAF-50:13302170	ScyDAA6-7-HRSCAF-50	13.30217	0.27875576
ScyDAA6-7-HRSCAF-50:13325964	ScyDAA6-7-HRSCAF-50	13.325964	0.278060833
ScyDAA6-7-HRSCAF-50:13348041	ScyDAA6-7-HRSCAF-50	13.348041	0.277414698
ScyDAA6-7-HRSCAF-50:13368471	ScyDAA6-7-HRSCAF-50	13.368471	0.27681681
ScyDAA6-7-HRSCAF-50:13389376	ScyDAA6-7-HRSCAF-50	13.389376	0.276205071
ScyDAA6-7-HRSCAF-50:13416025	ScyDAA6-7-HRSCAF-50	13.416025	0.275425325
ScyDAA6-7-HRSCAF-50:13451371	ScyDAA6-7-HRSCAF-50	13.451371	0.274390754
ScyDAA6-7-HRSCAF-50:13490956	ScyDAA6-7-HRSCAF-50	13.490956	0.273236018
ScyDAA6-7-HRSCAF-50:13512180	ScyDAA6-7-HRSCAF-50	13.51218	0.272617005
ScyDAA6-7-HRSCAF-50:13537035	ScyDAA6-7-HRSCAF-50	13.537035	0.271892199
ScyDAA6-7-HRSCAF-50:13557889	ScyDAA6-7-HRSCAF-50	13.557889	0.271284163
ScyDAA6-7-HRSCAF-50:13578273	ScyDAA6-7-HRSCAF-50	13.578273	0.27068992
ScyDAA6-7-HRSCAF-50:13598311	ScyDAA6-7-HRSCAF-50	13.598311	0.270105852
ScyDAA6-7-HRSCAF-50:13619810	ScyDAA6-7-HRSCAF-50	13.61981	0.269479302
ScyDAA6-7-HRSCAF-50:13639975	ScyDAA6-7-HRSCAF-50	13.639975	0.268891729
ScyDAA6-7-HRSCAF-50:13661095	ScyDAA6-7-HRSCAF-50	13.661095	0.268276439
ScyDAA6-7-HRSCAF-50:13686923	ScyDAA6-7-HRSCAF-50	13.686923	0.267524149
ScyDAA6-7-HRSCAF-50:13707376	ScyDAA6-7-HRSCAF-50	13.707376	0.266926903
ScyDAA6-7-HRSCAF-50:13728958	ScyDAA6-7-HRSCAF-50	13.728958	0.23171586
ScyDAA6-7-HRSCAF-50:13749031	ScyDAA6-7-HRSCAF-50	13.749031	0.19956737
ScyDAA6-7-HRSCAF-50:13769392	ScyDAA6-7-HRSCAF-50	13.769392	0.16831957
ScyDAA6-7-HRSCAF-50:13791561	ScyDAA6-7-HRSCAF-50	13.791561	0.167817916
ScyDAA6-7-HRSCAF-50:13811861	ScyDAA6-7-HRSCAF-50	13.811861	0.167360395
ScyDAA6-7-HRSCAF-50:13831922	ScyDAA6-7-HRSCAF-50	13.831922	0.167267053
ScyDAA6-7-HRSCAF-50:13852973	ScyDAA6-7-HRSCAF-50	13.852973	0.167163922
ScyDAA6-7-HRSCAF-50:13875753	ScyDAA6-7-HRSCAF-50	13.875753	0.166650274
ScyDAA6-7-HRSCAF-50:13895804	ScyDAA6-7-HRSCAF-50	13.895804	0.166198479
ScyDAA6-7-HRSCAF-50:13917330	ScyDAA6-7-HRSCAF-50	13.91733	0.165713803
ScyDAA6-7-HRSCAF-50:13938599	ScyDAA6-7-HRSCAF-50	13.938599	0.165235345
ScyDAA6-7-HRSCAF-50:13958938	ScyDAA6-7-HRSCAF-50	13.958938	0.16589049
ScyDAA6-7-HRSCAF-50:13979634	ScyDAA6-7-HRSCAF-50	13.979634	0.166531182
ScyDAA6-7-HRSCAF-50:14003174	ScyDAA6-7-HRSCAF-50	14.003174	0.167221633
ScyDAA6-7-HRSCAF-50:14023933	ScyDAA6-7-HRSCAF-50	14.023933	0.167801487
ScyDAA6-7-HRSCAF-50:14044939	ScyDAA6-7-HRSCAF-50	14.044939	0.16836021
ScyDAA6-7-HRSCAF-50:14068299	ScyDAA6-7-HRSCAF-50	14.068299	0.168948077
ScyDAA6-7-HRSCAF-50:14089972	ScyDAA6-7-HRSCAF-50	14.089972	0.169461666
ScyDAA6-7-HRSCAF-50:14111239	ScyDAA6-7-HRSCAF-50	14.111239	0.169935834
ScyDAA6-7-HRSCAF-50:14139309	ScyDAA6-7-HRSCAF-50	14.139309	0.170515823
ScyDAA6-7-HRSCAF-50:14160399	ScyDAA6-7-HRSCAF-50	14.160399	0.170917047
ScyDAA6-7-HRSCAF-50:14181472	ScyDAA6-7-HRSCAF-50	14.181472	0.17128813
ScyDAA6-7-HRSCAF-50:14202042	ScyDAA6-7-HRSCAF-50	14.202042	0.171621587
ScyDAA6-7-HRSCAF-50:14226826	ScyDAA6-7-HRSCAF-50	14.226826	0.171985568
ScyDAA6-7-HRSCAF-50:14250556	ScyDAA6-7-HRSCAF-50	14.250556	0.172295296
ScyDAA6-7-HRSCAF-50:14270934	ScyDAA6-7-HRSCAF-50	14.270934	0.172531021
ScyDAA6-7-HRSCAF-50:14293320	ScyDAA6-7-HRSCAF-50	14.29332	0.172757802
ScyDAA6-7-HRSCAF-50:14313370	ScyDAA6-7-HRSCAF-50	14.31337	0.172932398
ScyDAA6-7-HRSCAF-50:14334111	ScyDAA6-7-HRSCAF-50	14.334111	0.173084754
ScyDAA6-7-HRSCAF-50:14354514	ScyDAA6-7-HRSCAF-50	14.354514	0.173206713
ScyDAA6-7-HRSCAF-50:14374965	ScyDAA6-7-HRSCAF-50	14.374965	0.172728193
ScyDAA6-7-HRSCAF-50:14395248	ScyDAA6-7-HRSCAF-50	14.395248	0.172254
ScyDAA6-7-HRSCAF-50:14416381	ScyDAA6-7-HRSCAF-50	14.416381	0.171760358
ScyDAA6-7-HRSCAF-50:14437732	ScyDAA6-7-HRSCAF-50	14.437732	0.171262065
ScyDAA6-7-HRSCAF-50:14458683	ScyDAA6-7-HRSCAF-50	14.458683	0.170773541
ScyDAA6-7-HRSCAF-50:14479449	ScyDAA6-7-HRSCAF-50	14.479449	0.170289759
ScyDAA6-7-HRSCAF-50:14500019	ScyDAA6-7-HRSCAF-50	14.500019	0.16981098
ScyDAA6-7-HRSCAF-50:14522028	ScyDAA6-7-HRSCAF-50	14.522028	0.169609503
ScyDAA6-7-HRSCAF-50:14542747	ScyDAA6-7-HRSCAF-50	14.542747	0.169418916
ScyDAA6-7-HRSCAF-50:14562990	ScyDAA6-7-HRSCAF-50	14.56299	0.168498902
ScyDAA6-7-HRSCAF-50:14583709	ScyDAA6-7-HRSCAF-50	14.583709	0.167683254
ScyDAA6-7-HRSCAF-50:14604990	ScyDAA6-7-HRSCAF-50	14.60499	0.166981734
ScyDAA6-7-HRSCAF-50:14628235	ScyDAA6-7-HRSCAF-50	14.628235	0.16637566
ScyDAA6-7-HRSCAF-50:14648867	ScyDAA6-7-HRSCAF-50	14.648867	0.165978281
ScyDAA6-7-HRSCAF-50:14679409	ScyDAA6-7-HRSCAF-50	14.679409	0.165629941
ScyDAA6-7-HRSCAF-50:14700891	ScyDAA6-7-HRSCAF-50	14.700891	0.165552328
ScyDAA6-7-HRSCAF-50:14720949	ScyDAA6-7-HRSCAF-50	14.720949	0.165369777
ScyDAA6-7-HRSCAF-50:14743977	ScyDAA6-7-HRSCAF-50	14.743977	0.165159319
ScyDAA6-7-HRSCAF-50:14764245	ScyDAA6-7-HRSCAF-50	14.764245	0.164973324
ScyDAA6-7-HRSCAF-50:14784553	ScyDAA6-7-HRSCAF-50	14.784553	0.164786249
ScyDAA6-7-HRSCAF-50:14805416	ScyDAA6-7-HRSCAF-50	14.805416	0.164593322
ScyDAA6-7-HRSCAF-50:14825594	ScyDAA6-7-HRSCAF-50	14.825594	0.16440602
ScyDAA6-7-HRSCAF-50:14847672	ScyDAA6-7-HRSCAF-50	14.847672	0.164200285
ScyDAA6-7-HRSCAF-50:14867829	ScyDAA6-7-HRSCAF-50	14.867829	0.164011728
ScyDAA6-7-HRSCAF-50:14888671	ScyDAA6-7-HRSCAF-50	14.888671	0.163816399
ScyDAA6-7-HRSCAF-50:14909324	ScyDAA6-7-HRSCAF-50	14.909324	0.170775949
ScyDAA6-7-HRSCAF-50:14929528	ScyDAA6-7-HRSCAF-50	14.929528	0.177711788
ScyDAA6-7-HRSCAF-50:14949789	ScyDAA6-7-HRSCAF-50	14.949789	0.18478815
ScyDAA6-7-HRSCAF-50:14970165	ScyDAA6-7-HRSCAF-50	14.970165	0.19202072
ScyDAA6-7-HRSCAF-50:14991042	ScyDAA6-7-HRSCAF-50	14.991042	0.199545072
ScyDAA6-7-HRSCAF-50:15011475	ScyDAA6-7-HRSCAF-50	15.011475	0.207014361
ScyDAA6-7-HRSCAF-50:15031762	ScyDAA6-7-HRSCAF-50	15.031762	0.214525747
ScyDAA6-7-HRSCAF-50:15053382	ScyDAA6-7-HRSCAF-50	15.053382	0.223229272
ScyDAA6-7-HRSCAF-50:15074781	ScyDAA6-7-HRSCAF-50	15.074781	0.231964709
ScyDAA6-7-HRSCAF-50:15096642	ScyDAA6-7-HRSCAF-50	15.096642	0.241003475
ScyDAA6-7-HRSCAF-50:15119625	ScyDAA6-7-HRSCAF-50	15.119625	0.250620363
ScyDAA6-7-HRSCAF-50:15139905	ScyDAA6-7-HRSCAF-50	15.139905	0.259194151
ScyDAA6-7-HRSCAF-50:15161666	ScyDAA6-7-HRSCAF-50	15.161666	0.268475846
ScyDAA6-7-HRSCAF-50:15182225	ScyDAA6-7-HRSCAF-50	15.182225	0.277313404
ScyDAA6-7-HRSCAF-50:15202674	ScyDAA6-7-HRSCAF-50	15.202674	0.277674358
ScyDAA6-7-HRSCAF-50:15223103	ScyDAA6-7-HRSCAF-50	15.223103	0.278034008
ScyDAA6-7-HRSCAF-50:15244314	ScyDAA6-7-HRSCAF-50	15.244314	0.278406864
ScyDAA6-7-HRSCAF-50:15264393	ScyDAA6-7-HRSCAF-50	15.264393	0.278759281
ScyDAA6-7-HRSCAF-50:15285288	ScyDAA6-7-HRSCAF-50	15.285288	0.278961388
ScyDAA6-7-HRSCAF-50:15305476	ScyDAA6-7-HRSCAF-50	15.305476	0.279186933
ScyDAA6-7-HRSCAF-50:15325515	ScyDAA6-7-HRSCAF-50	15.325515	0.279440406
ScyDAA6-7-HRSCAF-50:15346792	ScyDAA6-7-HRSCAF-50	15.346792	0.279741923
ScyDAA6-7-HRSCAF-50:15367052	ScyDAA6-7-HRSCAF-50	15.367052	0.280060079
ScyDAA6-7-HRSCAF-50:15388221	ScyDAA6-7-HRSCAF-50	15.388221	0.2804249
ScyDAA6-7-HRSCAF-50:15411406	ScyDAA6-7-HRSCAF-50	15.411406	0.280338311
ScyDAA6-7-HRSCAF-50:15431412	ScyDAA6-7-HRSCAF-50	15.431412	0.280291869
ScyDAA6-7-HRSCAF-50:15456609	ScyDAA6-7-HRSCAF-50	15.456609	0.280270217
