chrom.marker,chr,marker,intercept,mixture_prop,geno1_pval,geno2_pval,t-value,likelihood-diff,num_ind
ScyDAA6.11.HRSCAF.73.14119675,11.0,14119675.0,1.2799999999999997e-103,0.528902486,0.627769636,0.48523272700000003,-0.7000093059999999,0.899452496,145
ScyDAA6.11.HRSCAF.73.14140123,11.0,14140123.0,1.2799999999999997e-103,0.528902486,0.627769636,0.48523272700000003,-0.7000093059999999,0.899452496,145
ScyDAA6.11.HRSCAF.73.14161551,11.0,14161551.0,1.2799999999999997e-103,0.528902486,0.627769636,0.48523272700000003,-0.7000093059999999,0.899452496,145
ScyDAA6.11.HRSCAF.73.14182860,11.0,14182860.0,1.2799999999999997e-103,0.528902486,0.627769636,0.48523272700000003,-0.7000093059999999,0.899452496,145
ScyDAA6.11.HRSCAF.73.14203014,11.0,14203014.0,1.2799999999999997e-103,0.528902486,0.627769636,0.48523272700000003,-0.7000093059999999,0.899452496,145
ScyDAA6.11.HRSCAF.73.14224340,11.0,14224340.0,1.2799999999999997e-103,0.528902486,0.627769636,0.48523272700000003,-0.7000093059999999,0.899452496,145
ScyDAA6.11.HRSCAF.73.14244606,11.0,14244606.0,1.2799999999999997e-103,0.528902486,0.627769636,0.48523272700000003,-0.7000093059999999,0.899452496,145
ScyDAA6.11.HRSCAF.73.14264733,11.0,14264733.0,1.2799999999999997e-103,0.528902486,0.627769636,0.48523272700000003,-0.7000093059999999,0.899452496,145
ScyDAA6.11.HRSCAF.73.14285275,11.0,14285275.0,1.2799999999999997e-103,0.528902486,0.627769636,0.48523272700000003,-0.7000093059999999,0.899452496,145
ScyDAA6.11.HRSCAF.73.14310784,11.0,14310784.0,1.2799999999999997e-103,0.528902486,0.627769636,0.48523272700000003,-0.7000093059999999,0.899452496,145
ScyDAA6.11.HRSCAF.73.14330976,11.0,14330976.0,1.2799999999999997e-103,0.528902486,0.627769636,0.48523272700000003,-0.7000093059999999,0.899452496,145
ScyDAA6.11.HRSCAF.73.14351776,11.0,14351776.0,1.2799999999999997e-103,0.528902486,0.627769636,0.48523272700000003,-0.7000093059999999,0.899452496,145
ScyDAA6.11.HRSCAF.73.14371936,11.0,14371936.0,1.2799999999999997e-103,0.528902486,0.627769636,0.48523272700000003,-0.7000093059999999,0.899452496,145
ScyDAA6.11.HRSCAF.73.14392904,11.0,14392904.0,3.7499999999999996e-102,0.5783323429999999,0.5762594010000001,0.61771851,-0.5003664170000001,0.716545584,143
ScyDAA6.11.HRSCAF.73.14414584,11.0,14414584.0,3.7499999999999996e-102,0.5783323429999999,0.5762594010000001,0.61771851,-0.5003664170000001,0.716545584,143
ScyDAA6.11.HRSCAF.73.14434656,11.0,14434656.0,5.629999999999999e-103,0.576199885,0.576514591,0.619136558,-0.498336864,0.7235451540000001,144
ScyDAA6.11.HRSCAF.73.14455290,11.0,14455290.0,5.629999999999999e-103,0.576199885,0.576514591,0.619136558,-0.498336864,0.7235451540000001,144
ScyDAA6.11.HRSCAF.73.14475584,11.0,14475584.0,5.629999999999999e-103,0.576199885,0.576514591,0.619136558,-0.498336864,0.7235451540000001,144
ScyDAA6.11.HRSCAF.73.14495887,11.0,14495887.0,4.7899999999999986e-102,0.571475221,0.571521701,0.615171978,-0.503997638,0.735089173,143
ScyDAA6.11.HRSCAF.73.14516319,11.0,14516319.0,4.7899999999999986e-102,0.571475221,0.571521701,0.615171978,-0.503997638,0.735089173,143
ScyDAA6.11.HRSCAF.73.14537526,11.0,14537526.0,1.7799999999999996e-102,0.666370922,0.670538864,0.5624192689999999,-0.580840702,0.647898691,143
ScyDAA6.11.HRSCAF.73.14557978,11.0,14557978.0,2.6199999999999995e-103,0.665465941,0.6590001010000001,0.56397736,-0.578510395,0.6523229229999999,144
ScyDAA6.11.HRSCAF.73.14579451,11.0,14579451.0,2.6199999999999995e-103,0.665465941,0.6590001010000001,0.56397736,-0.578510395,0.6523229229999999,144
ScyDAA6.11.HRSCAF.73.14599760,11.0,14599760.0,2.6199999999999995e-103,0.665465941,0.6590001010000001,0.56397736,-0.578510395,0.6523229229999999,144
ScyDAA6.11.HRSCAF.73.14620038,11.0,14620038.0,4.629999999999999e-104,0.66173636,0.630091015,0.5596402429999999,-0.584955954,0.713190159,145
ScyDAA6.11.HRSCAF.73.14640169,11.0,14640169.0,4.629999999999999e-104,0.66173636,0.630091015,0.5596402429999999,-0.584955954,0.713190159,145
ScyDAA6.11.HRSCAF.73.14660322,11.0,14660322.0,3.229999999999999e-103,0.637859718,0.560450462,0.672727011,-0.42342179999999996,0.653528377,144
ScyDAA6.11.HRSCAF.73.14680391,11.0,14680391.0,3.229999999999999e-103,0.637859718,0.560450462,0.672727011,-0.42342179999999996,0.653528377,144
ScyDAA6.11.HRSCAF.73.14700606,11.0,14700606.0,3.229999999999999e-103,0.637859718,0.560450462,0.672727011,-0.42342179999999996,0.653528377,144
ScyDAA6.11.HRSCAF.73.14720745,11.0,14720745.0,4.9899999999999987e-104,0.6648117370000001,0.53400613,0.6270327529999999,-0.48712076600000004,0.80407848,145
ScyDAA6.11.HRSCAF.73.14740889,11.0,14740889.0,4.9899999999999987e-104,0.6648117370000001,0.53400613,0.6270327529999999,-0.48712076600000004,0.80407848,145
ScyDAA6.11.HRSCAF.73.14761401,11.0,14761401.0,1.3299999999999998e-104,0.640124981,0.571214223,0.625151858,-0.48977461200000005,0.727389856,146
ScyDAA6.11.HRSCAF.73.14782265,11.0,14782265.0,8.589999999999998e-104,0.6418942120000001,0.55468058,0.638137955,-0.471463914,0.741071705,145
ScyDAA6.11.HRSCAF.73.14802367,11.0,14802367.0,1.3299999999999998e-104,0.640124981,0.571214223,0.625151858,-0.48977461200000005,0.727389856,146
ScyDAA6.11.HRSCAF.73.14822869,11.0,14822869.0,1.3299999999999998e-104,0.640124981,0.571214223,0.625151858,-0.48977461200000005,0.727389856,146
ScyDAA6.11.HRSCAF.73.14843452,11.0,14843452.0,1.3299999999999998e-104,0.640124981,0.571214223,0.625151858,-0.48977461200000005,0.727389856,146
ScyDAA6.11.HRSCAF.73.14865066,11.0,14865066.0,1.3299999999999998e-104,0.640124981,0.571214223,0.625151858,-0.48977461200000005,0.727389856,146
ScyDAA6.11.HRSCAF.73.14886275,11.0,14886275.0,1.3299999999999998e-104,0.640124981,0.571214223,0.625151858,-0.48977461200000005,0.727389856,146
ScyDAA6.11.HRSCAF.73.14906788,11.0,14906788.0,1.3299999999999998e-104,0.640124981,0.571214223,0.625151858,-0.48977461200000005,0.727389856,146
ScyDAA6.11.HRSCAF.73.14929256,11.0,14929256.0,1.3299999999999998e-104,0.640124981,0.571214223,0.625151858,-0.48977461200000005,0.727389856,146
ScyDAA6.11.HRSCAF.73.14949309,11.0,14949309.0,1.3299999999999998e-104,0.640124981,0.571214223,0.625151858,-0.48977461200000005,0.727389856,146
ScyDAA6.11.HRSCAF.73.14969471,11.0,14969471.0,2.999999999999999e-104,0.643370894,0.696362939,0.542811693,-0.6102384820000001,0.645667502,146
ScyDAA6.11.HRSCAF.73.14989482,11.0,14989482.0,2.999999999999999e-104,0.643370894,0.696362939,0.542811693,-0.6102384820000001,0.645667502,146
ScyDAA6.11.HRSCAF.73.15009709,11.0,15009709.0,2.999999999999999e-104,0.643370894,0.696362939,0.542811693,-0.6102384820000001,0.645667502,146
ScyDAA6.11.HRSCAF.73.15031299,11.0,15031299.0,1.6999999999999993e-103,0.641921956,0.67580402,0.507056631,-0.665358969,0.744639037,145
ScyDAA6.11.HRSCAF.73.15052173,11.0,15052173.0,1.6999999999999993e-103,0.641921956,0.67580402,0.507056631,-0.665358969,0.744639037,145
ScyDAA6.11.HRSCAF.73.15072400,11.0,15072400.0,1.6999999999999993e-103,0.641921956,0.67580402,0.507056631,-0.665358969,0.744639037,145
ScyDAA6.11.HRSCAF.73.15092505,11.0,15092505.0,1.6999999999999993e-103,0.641921956,0.67580402,0.507056631,-0.665358969,0.744639037,145
ScyDAA6.11.HRSCAF.73.15113081,11.0,15113081.0,1.6999999999999993e-103,0.641921956,0.67580402,0.507056631,-0.665358969,0.744639037,145
ScyDAA6.11.HRSCAF.73.15133970,11.0,15133970.0,1.6999999999999993e-103,0.641921956,0.67580402,0.507056631,-0.665358969,0.744639037,145
ScyDAA6.11.HRSCAF.73.15154385,11.0,15154385.0,1.6999999999999993e-103,0.641921956,0.67580402,0.507056631,-0.665358969,0.744639037,145
ScyDAA6.11.HRSCAF.73.15174698,11.0,15174698.0,2.0899999999999993e-103,0.6309888020000001,0.804485473,0.442555276,-0.770353792,0.677946376,145
ScyDAA6.11.HRSCAF.73.15195501,11.0,15195501.0,2.0899999999999993e-103,0.6309888020000001,0.804485473,0.442555276,-0.770353792,0.677946376,145
ScyDAA6.11.HRSCAF.73.15216105,11.0,15216105.0,3.209999999999999e-104,0.621203717,0.800502485,0.433819644,-0.785204076,0.704730807,146
ScyDAA6.11.HRSCAF.73.15236927,11.0,15236927.0,3.209999999999999e-104,0.621203717,0.800502485,0.433819644,-0.785204076,0.704730807,146
ScyDAA6.11.HRSCAF.73.15258054,11.0,15258054.0,3.209999999999999e-104,0.621203717,0.800502485,0.433819644,-0.785204076,0.704730807,146
ScyDAA6.11.HRSCAF.73.15278810,11.0,15278810.0,3.209999999999999e-104,0.621203717,0.800502485,0.433819644,-0.785204076,0.704730807,146
ScyDAA6.11.HRSCAF.73.15299616,11.0,15299616.0,1.0099999999999997e-103,0.653850586,0.704404798,0.46368007,-0.7350778370000001,0.776575019,145
ScyDAA6.11.HRSCAF.73.15320338,11.0,15320338.0,1.0799999999999998e-102,0.6534122529999999,0.709949982,0.465223483,-0.732555127,0.762792403,144
ScyDAA6.11.HRSCAF.73.15340664,11.0,15340664.0,1.0799999999999998e-102,0.6534122529999999,0.709949982,0.465223483,-0.732555127,0.762792403,144
ScyDAA6.11.HRSCAF.73.15361307,11.0,15361307.0,1.0799999999999998e-102,0.6534122529999999,0.709949982,0.465223483,-0.732555127,0.762792403,144
ScyDAA6.11.HRSCAF.73.15381994,11.0,15381994.0,1.4199999999999996e-103,0.656968336,0.7103940870000001,0.466869298,-0.7298321190000001,0.758850609,145
ScyDAA6.11.HRSCAF.73.15402627,11.0,15402627.0,6.229999999999998e-102,0.571544134,0.7186236709999999,0.41521671,-0.817534633,0.870629014,143
ScyDAA6.11.HRSCAF.73.15426115,11.0,15426115.0,3.2299999999999993e-102,0.601341772,0.787603196,0.5257666639999999,-0.636294676,0.527267982,144
ScyDAA6.11.HRSCAF.73.15447143,11.0,15447143.0,3.0499999999999996e-103,0.65730305,0.75218173,0.524064041,-0.638903608,0.577660644,145
ScyDAA6.11.HRSCAF.73.15467195,11.0,15467195.0,3.0499999999999996e-103,0.65730305,0.75218173,0.524064041,-0.638903608,0.577660644,145
ScyDAA6.11.HRSCAF.73.15487580,11.0,15487580.0,2.8999999999999995e-104,0.658850238,0.745995787,0.522852934,-0.640757922,0.589238024,146
ScyDAA6.11.HRSCAF.73.15507602,11.0,15507602.0,2.8999999999999995e-104,0.658850238,0.745995787,0.522852934,-0.640757922,0.589238024,146
ScyDAA6.11.HRSCAF.73.15527892,11.0,15527892.0,2.8999999999999995e-104,0.658850238,0.745995787,0.522852934,-0.640757922,0.589238024,146
ScyDAA6.11.HRSCAF.73.15548310,11.0,15548310.0,6.3699999999999985e-103,0.666640777,0.746745573,0.531363989,-0.62768583,0.567833932,145
ScyDAA6.11.HRSCAF.73.15570264,11.0,15570264.0,6.3699999999999985e-103,0.666640777,0.746745573,0.531363989,-0.62768583,0.567833932,145
ScyDAA6.11.HRSCAF.73.15590590,11.0,15590590.0,6.419999999999998e-104,0.645611764,0.7600775890000001,0.529991676,-0.629774369,0.553770953,146
ScyDAA6.11.HRSCAF.73.15612624,11.0,15612624.0,9.359999999999998e-105,0.580084132,0.7827992159999999,0.399848745,-0.844755099,0.831966564,147
ScyDAA6.11.HRSCAF.73.15633452,11.0,15633452.0,4.369999999999999e-103,0.647212945,0.765705711,0.533688768,-0.624130024,0.548509052,145
ScyDAA6.11.HRSCAF.73.15653520,11.0,15653520.0,6.359999999999999e-104,0.581590936,0.789348554,0.403599065,-0.838055654,0.824845617,146
ScyDAA6.11.HRSCAF.73.15673978,11.0,15673978.0,6.359999999999999e-104,0.581590936,0.789348554,0.403599065,-0.838055654,0.824845617,146
ScyDAA6.11.HRSCAF.73.15694418,11.0,15694418.0,6.49e-104,0.524275103,0.7258005829999999,0.29608026,-1.049265774,1.307332745,146
ScyDAA6.11.HRSCAF.73.15714672,11.0,15714672.0,6.49e-104,0.524275103,0.7258005829999999,0.29608026,-1.049265774,1.307332745,146
ScyDAA6.11.HRSCAF.73.15736927,11.0,15736927.0,6.49e-104,0.524275103,0.7258005829999999,0.29608026,-1.049265774,1.307332745,146
ScyDAA6.11.HRSCAF.73.15757055,11.0,15757055.0,6.49e-104,0.524275103,0.7258005829999999,0.29608026,-1.049265774,1.307332745,146
ScyDAA6.11.HRSCAF.73.15777670,11.0,15777670.0,6.49e-104,0.524275103,0.7258005829999999,0.29608026,-1.049265774,1.307332745,146
ScyDAA6.11.HRSCAF.73.15798176,11.0,15798176.0,6.49e-104,0.524275103,0.7258005829999999,0.29608026,-1.049265774,1.307332745,146
ScyDAA6.11.HRSCAF.73.15819505,11.0,15819505.0,6.49e-104,0.524275103,0.7258005829999999,0.29608026,-1.049265774,1.307332745,146
ScyDAA6.11.HRSCAF.73.15840709,11.0,15840709.0,6.49e-104,0.524275103,0.7258005829999999,0.29608026,-1.049265774,1.307332745,146
ScyDAA6.11.HRSCAF.73.15861075,11.0,15861075.0,5.289999999999999e-103,0.508039804,0.7095519770000001,0.28961311,-1.063519588,1.361124222,145
ScyDAA6.11.HRSCAF.73.15881386,11.0,15881386.0,7.989999999999999e-104,0.507338866,0.7071665979999999,0.27986734399999996,-1.085322956,1.419125919,146
ScyDAA6.11.HRSCAF.73.15902151,11.0,15902151.0,5.199999999999999e-103,0.507930046,0.728642131,0.277452048,-1.0908545490000001,1.3988211480000001,145
ScyDAA6.11.HRSCAF.73.15922434,11.0,15922434.0,7.059999999999997e-104,0.507795428,0.727494242,0.275832254,-1.094518393,1.407194686,146
ScyDAA6.11.HRSCAF.73.15943502,11.0,15943502.0,7.259999999999998e-103,0.508702321,0.732805145,0.27748356399999996,-1.090782655,1.388438522,145
ScyDAA6.11.HRSCAF.73.15964682,11.0,15964682.0,1.3299999999999996e-102,0.531526325,0.7794235979999999,0.344029155,-0.949863716,1.039268618,145
ScyDAA6.11.HRSCAF.73.15990400,11.0,15990400.0,6.399999999999999e-104,0.559020575,0.7719630679999999,0.36305548299999996,-0.912894332,0.990166792,146
ScyDAA6.11.HRSCAF.73.16011365,11.0,16011365.0,6.399999999999999e-104,0.559020575,0.7719630679999999,0.36305548299999996,-0.912894332,0.990166792,146
ScyDAA6.11.HRSCAF.73.16031962,11.0,16031962.0,1.61e-103,0.483308497,0.6585911729999999,0.373034969,-0.894035325,1.167715378,145
ScyDAA6.11.HRSCAF.73.16055473,11.0,16055473.0,1.61e-103,0.483308497,0.6585911729999999,0.373034969,-0.894035325,1.167715378,145
ScyDAA6.11.HRSCAF.73.16075479,11.0,16075479.0,1.61e-103,0.483308497,0.6585911729999999,0.373034969,-0.894035325,1.167715378,145
ScyDAA6.11.HRSCAF.73.16096398,11.0,16096398.0,1.61e-103,0.483308497,0.6585911729999999,0.373034969,-0.894035325,1.167715378,145
ScyDAA6.11.HRSCAF.73.16119465,11.0,16119465.0,1.61e-103,0.483308497,0.6585911729999999,0.373034969,-0.894035325,1.167715378,145
ScyDAA6.11.HRSCAF.73.16145481,11.0,16145481.0,1.61e-103,0.483308497,0.6585911729999999,0.373034969,-0.894035325,1.167715378,145
ScyDAA6.11.HRSCAF.73.16169703,11.0,16169703.0,1.61e-103,0.483308497,0.6585911729999999,0.373034969,-0.894035325,1.167715378,145
ScyDAA6.11.HRSCAF.73.16192127,11.0,16192127.0,1.61e-103,0.483308497,0.6585911729999999,0.373034969,-0.894035325,1.167715378,145
ScyDAA6.11.HRSCAF.73.16212234,11.0,16212234.0,1.61e-103,0.483308497,0.6585911729999999,0.373034969,-0.894035325,1.167715378,145
ScyDAA6.11.HRSCAF.73.16232971,11.0,16232971.0,1.61e-103,0.483308497,0.6585911729999999,0.373034969,-0.894035325,1.167715378,145
ScyDAA6.11.HRSCAF.73.16253438,11.0,16253438.0,1.61e-103,0.483308497,0.6585911729999999,0.373034969,-0.894035325,1.167715378,145
ScyDAA6.11.HRSCAF.73.16273593,11.0,16273593.0,1.61e-103,0.483308497,0.6585911729999999,0.373034969,-0.894035325,1.167715378,145
ScyDAA6.11.HRSCAF.73.16294300,11.0,16294300.0,1.61e-103,0.483308497,0.6585911729999999,0.373034969,-0.894035325,1.167715378,145
ScyDAA6.11.HRSCAF.73.16314669,11.0,16314669.0,1.61e-103,0.483308497,0.6585911729999999,0.373034969,-0.894035325,1.167715378,145
ScyDAA6.11.HRSCAF.73.16335207,11.0,16335207.0,1.61e-103,0.483308497,0.6585911729999999,0.373034969,-0.894035325,1.167715378,145
ScyDAA6.11.HRSCAF.73.16355479,11.0,16355479.0,1.61e-103,0.483308497,0.6585911729999999,0.373034969,-0.894035325,1.167715378,145
ScyDAA6.11.HRSCAF.73.16377427,11.0,16377427.0,3.349999999999999e-102,0.45689567,0.666113593,0.351870539,-0.934512613,1.22250103,144
ScyDAA6.11.HRSCAF.73.16398421,11.0,16398421.0,2.1699999999999995e-101,0.438409679,0.703146734,0.335011222,-0.96789591,1.225348916,143
ScyDAA6.11.HRSCAF.73.16418910,11.0,16418910.0,3.2899999999999994e-103,0.456257436,0.659730528,0.350398506,-0.9373541790000001,1.2414153959999998,145
ScyDAA6.11.HRSCAF.73.16441534,11.0,16441534.0,3.2899999999999994e-103,0.456257436,0.659730528,0.350398506,-0.9373541790000001,1.2414153959999998,145
ScyDAA6.11.HRSCAF.73.16461773,11.0,16461773.0,5.379999999999999e-102,0.42034929299999996,0.810627799,0.297410482,-1.0464389029999999,1.145293812,144
ScyDAA6.11.HRSCAF.73.16498434,11.0,16498434.0,2.03e-105,0.249976439,0.784044077,0.126549221,-1.538278141,1.6360713219999998,144
ScyDAA6.11.HRSCAF.73.16519375,11.0,16519375.0,2.03e-105,0.249976439,0.784044077,0.126549221,-1.538278141,1.6360713219999998,144
ScyDAA6.11.HRSCAF.73.16539884,11.0,16539884.0,2.03e-105,0.249976439,0.784044077,0.126549221,-1.538278141,1.6360713219999998,144
ScyDAA6.11.HRSCAF.73.16560247,11.0,16560247.0,1.0499999999999996e-105,0.311899411,0.926650627,0.17231871399999998,-1.3727145330000001,1.440865008,145
ScyDAA6.11.HRSCAF.73.16583354,11.0,16583354.0,5.249999999999999e-104,0.556737256,0.726134246,0.234542172,-1.194504946,0.9034757259999999,146
ScyDAA6.11.HRSCAF.73.16603648,11.0,16603648.0,8.069999999999998e-105,0.55555597,0.717807712,0.23069362,-1.204397159,0.913080648,147
ScyDAA6.11.HRSCAF.73.16623929,11.0,16623929.0,8.069999999999998e-105,0.55555597,0.717807712,0.23069362,-1.204397159,0.913080648,147
ScyDAA6.11.HRSCAF.73.16652933,11.0,16652933.0,4.979999999999999e-103,0.507139609,0.794034459,0.25873239800000003,-1.134597834,0.860660773,145
ScyDAA6.11.HRSCAF.73.16673508,11.0,16673508.0,9.47e-105,0.5685476939999999,0.851675857,0.27442085899999996,-1.097718266,0.850991596,147
ScyDAA6.11.HRSCAF.73.16693909,11.0,16693909.0,9.47e-105,0.5685476939999999,0.851675857,0.27442085899999996,-1.097718266,0.850991596,147
ScyDAA6.11.HRSCAF.73.16714067,11.0,16714067.0,9.47e-105,0.5685476939999999,0.851675857,0.27442085899999996,-1.097718266,0.850991596,147
ScyDAA6.11.HRSCAF.73.16734823,11.0,16734823.0,9.47e-105,0.5685476939999999,0.851675857,0.27442085899999996,-1.097718266,0.850991596,147
ScyDAA6.11.HRSCAF.73.16755349,11.0,16755349.0,9.47e-105,0.5685476939999999,0.851675857,0.27442085899999996,-1.097718266,0.850991596,147
ScyDAA6.11.HRSCAF.73.16777841,11.0,16777841.0,7.989999999999999e-104,0.5793710470000001,0.811511335,0.261376257,-1.128247454,0.870532737,146
ScyDAA6.11.HRSCAF.73.16798228,11.0,16798228.0,7.989999999999999e-104,0.5793710470000001,0.811511335,0.261376257,-1.128247454,0.870532737,146
ScyDAA6.11.HRSCAF.73.16818731,11.0,16818731.0,1.7399999999999994e-105,0.566152914,0.774555985,0.252022967,-1.150687045,0.877769428,148
ScyDAA6.11.HRSCAF.73.16839236,11.0,16839236.0,1.7199999999999998e-103,0.557446614,0.806498412,0.264512603,-1.120821406,0.85596715,146
ScyDAA6.11.HRSCAF.73.16859832,11.0,16859832.0,1.7199999999999998e-103,0.557446614,0.806498412,0.264512603,-1.120821406,0.85596715,146
ScyDAA6.11.HRSCAF.73.16883110,11.0,16883110.0,1.03e-102,0.572922549,0.8634488770000001,0.30722368899999997,-1.0252871559999999,0.76351012,145
ScyDAA6.11.HRSCAF.73.16904302,11.0,16904302.0,1.03e-102,0.572922549,0.8634488770000001,0.30722368899999997,-1.0252871559999999,0.76351012,145
ScyDAA6.11.HRSCAF.73.16924553,11.0,16924553.0,1.7199999999999998e-103,0.557446614,0.806498412,0.264512603,-1.120821406,0.85596715,146
ScyDAA6.11.HRSCAF.73.16944706,11.0,16944706.0,1.7199999999999998e-103,0.557446614,0.806498412,0.264512603,-1.120821406,0.85596715,146
ScyDAA6.11.HRSCAF.73.16965434,11.0,16965434.0,1.7199999999999998e-103,0.557446614,0.806498412,0.264512603,-1.120821406,0.85596715,146
ScyDAA6.11.HRSCAF.73.16987569,11.0,16987569.0,1.7199999999999998e-103,0.557446614,0.806498412,0.264512603,-1.120821406,0.85596715,146
ScyDAA6.11.HRSCAF.73.17008339,11.0,17008339.0,1.1299999999999997e-102,0.559100472,0.8073704140000001,0.266815025,-1.11544925,0.847124828,145
ScyDAA6.11.HRSCAF.73.17030077,11.0,17030077.0,1.1299999999999997e-102,0.559100472,0.8073704140000001,0.266815025,-1.11544925,0.847124828,145
ScyDAA6.11.HRSCAF.73.17051877,11.0,17051877.0,1.1399999999999998e-103,0.57238909,0.833550287,0.271912287,-1.1035408420000001,0.8478777209999999,146
ScyDAA6.11.HRSCAF.73.17072010,11.0,17072010.0,1.1399999999999998e-103,0.57238909,0.833550287,0.271912287,-1.1035408420000001,0.8478777209999999,146
ScyDAA6.11.HRSCAF.73.17093082,11.0,17093082.0,1.1399999999999998e-103,0.57238909,0.833550287,0.271912287,-1.1035408420000001,0.8478777209999999,146
ScyDAA6.11.HRSCAF.73.17116108,11.0,17116108.0,7.519999999999999e-103,0.645819811,0.713327651,0.22426159699999998,-1.221373779,0.956732085,145
ScyDAA6.11.HRSCAF.73.17140794,11.0,17140794.0,1.1399999999999998e-103,0.57238909,0.833550287,0.271912287,-1.1035408420000001,0.8478777209999999,146
ScyDAA6.11.HRSCAF.73.17160932,11.0,17160932.0,1.1399999999999998e-103,0.57238909,0.833550287,0.271912287,-1.1035408420000001,0.8478777209999999,146
ScyDAA6.11.HRSCAF.73.17181353,11.0,17181353.0,1.1399999999999998e-103,0.57238909,0.833550287,0.271912287,-1.1035408420000001,0.8478777209999999,146
ScyDAA6.11.HRSCAF.73.17201954,11.0,17201954.0,1.1399999999999998e-103,0.57238909,0.833550287,0.271912287,-1.1035408420000001,0.8478777209999999,146
ScyDAA6.11.HRSCAF.73.17222441,11.0,17222441.0,1.4099999999999996e-103,0.558450105,0.9669555240000001,0.282665967,-1.079036364,0.9439838629999999,145
ScyDAA6.11.HRSCAF.73.17242928,11.0,17242928.0,1.4099999999999996e-103,0.558450105,0.9669555240000001,0.282665967,-1.079036364,0.9439838629999999,145
ScyDAA6.11.HRSCAF.73.17264018,11.0,17264018.0,1.4099999999999996e-103,0.558450105,0.9669555240000001,0.282665967,-1.079036364,0.9439838629999999,145
ScyDAA6.11.HRSCAF.73.17284466,11.0,17284466.0,1.4099999999999996e-103,0.558450105,0.9669555240000001,0.282665967,-1.079036364,0.9439838629999999,145
ScyDAA6.11.HRSCAF.73.17304503,11.0,17304503.0,2.5299999999999994e-103,0.518866801,0.96767857,0.21722148300000002,-1.240310187,1.332337512,144
ScyDAA6.11.HRSCAF.73.17324523,11.0,17324523.0,6.829999999999999e-102,0.555967372,0.882825594,0.22352321,-1.22348668,1.428845185,142
ScyDAA6.11.HRSCAF.73.17344947,11.0,17344947.0,6.289999999999999e-100,0.618123264,0.792421247,0.284337341,-1.075476033,1.227440649,140
ScyDAA6.11.HRSCAF.73.17365499,11.0,17365499.0,8.919999999999997e-101,0.616160794,0.7831120229999999,0.28277942,-1.0789377279999999,1.2540573590000001,141
ScyDAA6.11.HRSCAF.73.17385720,11.0,17385720.0,8.919999999999997e-101,0.616160794,0.7831120229999999,0.28277942,-1.0789377279999999,1.2540573590000001,141
ScyDAA6.11.HRSCAF.73.17406214,11.0,17406214.0,8.919999999999997e-101,0.616160794,0.7831120229999999,0.28277942,-1.0789377279999999,1.2540573590000001,141
ScyDAA6.11.HRSCAF.73.17426440,11.0,17426440.0,8.919999999999997e-101,0.616160794,0.7831120229999999,0.28277942,-1.0789377279999999,1.2540573590000001,141
ScyDAA6.11.HRSCAF.73.17450147,11.0,17450147.0,8.919999999999997e-101,0.616160794,0.7831120229999999,0.28277942,-1.0789377279999999,1.2540573590000001,141
ScyDAA6.11.HRSCAF.73.17472070,11.0,17472070.0,1.0499999999999996e-101,0.619734295,0.789087254,0.281825903,-1.081047465,1.251911473,142
ScyDAA6.11.HRSCAF.73.17493545,11.0,17493545.0,1.0499999999999996e-101,0.619734295,0.789087254,0.281825903,-1.081047465,1.251911473,142
ScyDAA6.11.HRSCAF.73.17513651,11.0,17513651.0,1.8799999999999997e-102,0.62246087,0.810556673,0.278145976,-1.089351583,1.2362264440000001,143
ScyDAA6.11.HRSCAF.73.17534189,11.0,17534189.0,1.6899999999999996e-104,0.644161479,0.836509817,0.287306784,-1.0686423859999998,1.156667476,145
ScyDAA6.11.HRSCAF.73.17554312,11.0,17554312.0,2.889999999999999e-105,0.607874562,0.741435831,0.323549258,-0.9911043959999999,1.165295259,146
ScyDAA6.11.HRSCAF.73.17574632,11.0,17574632.0,2.889999999999999e-105,0.607874562,0.741435831,0.323549258,-0.9911043959999999,1.165295259,146
ScyDAA6.11.HRSCAF.73.17594768,11.0,17594768.0,3.7599999999999995e-106,0.570933525,0.642442569,0.335091973,-0.967641425,1.324283356,146
ScyDAA6.11.HRSCAF.73.17615789,11.0,17615789.0,3.7599999999999995e-106,0.570933525,0.642442569,0.335091973,-0.967641425,1.324283356,146
ScyDAA6.11.HRSCAF.73.17638093,11.0,17638093.0,1.5099999999999994e-105,0.615410704,0.7825351759999999,0.27351395300000003,-1.099882731,1.325453037,145
ScyDAA6.11.HRSCAF.73.17662522,11.0,17662522.0,3.7599999999999995e-106,0.570933525,0.642442569,0.335091973,-0.967641425,1.324283356,146
ScyDAA6.11.HRSCAF.73.17683556,11.0,17683556.0,3.7599999999999995e-106,0.570933525,0.642442569,0.335091973,-0.967641425,1.324283356,146
ScyDAA6.11.HRSCAF.73.17704305,11.0,17704305.0,3.7599999999999995e-106,0.570933525,0.642442569,0.335091973,-0.967641425,1.324283356,146
ScyDAA6.11.HRSCAF.73.17724701,11.0,17724701.0,3.7599999999999995e-106,0.570933525,0.642442569,0.335091973,-0.967641425,1.324283356,146
ScyDAA6.11.HRSCAF.73.17747470,11.0,17747470.0,1.43e-105,0.574363566,0.693162323,0.33826372899999996,-0.9613167979999999,1.203542243,145
ScyDAA6.11.HRSCAF.73.17768413,11.0,17768413.0,1.43e-105,0.574363566,0.693162323,0.33826372899999996,-0.9613167979999999,1.203542243,145
